Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
63590520,01/01/2025 01:31:50 PM,01/01/2025 04:12:44 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11365,71-52 172 STREET,172 STREET,71 AVENUE,73 AVENUE,71 AVENUE,73 AVENUE,ADDRESS,FRESH MEADOWS,172 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 04:12:47 PM,08 QUEENS,4069590001,QUEENS,1040270,205053,ONLINE,Unspecified,QUEENS,,,,,,,,40.729322405608045,-73.79787747949702,"(40.729322405608045, -73.79787747949702)"
63587990,01/01/2025 01:31:46 PM,01/01/2025 04:12:53 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11366,183-02 UNION TURNPIKE,UNION TURNPIKE,183 STREET,184 STREET,183 STREET,184 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 04:12:56 PM,08 QUEENS,4072480015,QUEENS,1043702,204500,ONLINE,Unspecified,QUEENS,,,,,,,,40.72778215855621,-73.78549961273183,"(40.72778215855621, -73.78549961273183)"
63594158,01/01/2025 01:31:38 PM,01/01/2025 04:12:33 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 04:12:36 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
63590545,01/01/2025 01:31:37 PM,01/01/2025 04:44:21 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,515 73 STREET,73 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,73 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 04:44:24 PM,10 BROOKLYN,3059100072,BROOKLYN,978293,169073,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.630740871374805,-74.02146133938759,"(40.630740871374805, -74.02146133938759)"
63590457,01/01/2025 01:27:59 PM,01/01/2025 09:10:01 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10452,27 EAST  169 STREET,EAST  169 STREET,GERARD AVENUE,WALTON AVENUE,GERARD AVENUE,WALTON AVENUE,ADDRESS,BRONX,EAST  169 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 09:10:05 PM,04 BRONX,2028390036,BRONX,1006734,244414,ONLINE,Unspecified,BRONX,SUV,,,,,,,40.837506638010645,-73.91874492567055,"(40.837506638010645, -73.91874492567055)"
63585601,01/01/2025 01:26:15 PM,01/01/2025 03:13:56 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11213,982 ST MARKS AVENUE,ST MARKS AVENUE,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,ST MARKS AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 03:13:59 PM,08 BROOKLYN,3012300040,BROOKLYN,1001139,185058,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67460210396874,-73.93911382238333,"(40.67460210396874, -73.93911382238333)"
63589229,01/01/2025 01:24:36 PM,01/01/2025 02:53:57 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11365,53-04 193 STREET,193 STREET,53 AVENUE,56 AVENUE,53 AVENUE,56 AVENUE,ADDRESS,FRESH MEADOWS,193 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 02:54:00 PM,11 QUEENS,4056630008,QUEENS,1043727,211334,PHONE,Unspecified,QUEENS,,,,,,,,40.74653957383835,-73.78534899445498,"(40.74653957383835, -73.78534899445498)"
63586888,01/01/2025 01:23:54 PM,01/02/2025 06:07:57 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11417,107-38 106 STREET,106 STREET,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,ADDRESS,OZONE PARK,106 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/02/2025 06:08:01 AM,10 QUEENS,4095430025,QUEENS,1030189,187353,ONLINE,Unspecified,QUEENS,,,,,,,,40.680798262903764,-73.83437080703916,"(40.680798262903764, -73.83437080703916)"
63589106,01/01/2025 01:23:16 PM,01/01/2025 01:50:33 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419,95-60 113 STREET,113 STREET,95 AVENUE,101 AVENUE,95 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,113 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 01:50:37 PM,09 QUEENS,4094140132,QUEENS,1030828,190953,MOBILE,Unspecified,QUEENS,,,,,,,,40.69067608192854,-73.83204206528937,"(40.69067608192854, -73.83204206528937)"
63589342,01/01/2025 01:22:53 PM,01/01/2025 01:43:54 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11201,81 FRONT STREET,FRONT STREET,MAIN STREET,WASHINGTON STREET,MAIN STREET,WASHINGTON STREET,ADDRESS,BROOKLYN,FRONT STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 01:43:57 PM,02 BROOKLYN,3000370001,BROOKLYN,986950,195232,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70254309526081,-73.99026220809283,"(40.70254309526081, -73.99026220809283)"
63594268,01/01/2025 01:22:43 PM,01/01/2025 01:44:16 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11222,100 MESEROLE AVENUE,MESEROLE AVENUE,LORIMER STREET,MANHATTAN AVENUE,LORIMER STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,MESEROLE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 01:44:19 PM,01 BROOKLYN,3026190001,BROOKLYN,997282,204143,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.72699247279165,-73.95298167828521,"(40.72699247279165, -73.95298167828521)"
63590756,01/01/2025 01:22:25 PM,01/01/2025 01:35:19 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10467,3210 PERRY AVENUE,PERRY AVENUE,EAST  206 STREET,EAST  207 STREET,EAST  206 STREET,EAST  207 STREET,ADDRESS,BRONX,PERRY AVENUE,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,01/01/2025 01:35:22 PM,07 BRONX,2033460010,BRONX,1018292,258059,MOBILE,Unspecified,BRONX,,,,,,,,40.874921057657204,-73.87690614558501,"(40.874921057657204, -73.87690614558501)"
63590663,01/01/2025 01:22:03 PM,01/01/2025 02:00:56 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11201,WASHINGTON STREET,WASHINGTON STREET,WASHINGTON STREET,FRONT STREET,WASHINGTON STREET,FRONT STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 02:00:59 PM,02 BROOKLYN,,BROOKLYN,987127,195225,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70252382612587,-73.98962384473077,"(40.70252382612587, -73.98962384473077)"
63587923,01/01/2025 01:22:00 PM,01/01/2025 09:33:29 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10019,1428 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,WEST   58 STREET,CENTRAL PARK SOUTH,WEST   58 STREET,CENTRAL PARK SOUTH,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 09:33:33 PM,05 MANHATTAN,1012747502,MANHATTAN,990749,218068,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.765220315748145,-73.9765387160734,"(40.765220315748145, -73.9765387160734)"
63590416,01/01/2025 01:20:43 PM,01/01/2025 07:30:44 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11223,2965 86 STREET,86 STREET,LAKE STREET,AVENUE X,LAKE STREET,AVENUE X,ADDRESS,BROOKLYN,86 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 07:30:48 PM,15 BROOKLYN,3071700037,BROOKLYN,991380,154301,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.590193902888,-73.97432827952257,"(40.590193902888, -73.97432827952257)"
63591765,01/01/2025 01:20:39 PM,01/01/2025 02:03:00 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 02:03:03 PM,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69544706314867,-73.98322753703334,"(40.69544706314867, -73.98322753703334)"
63593161,01/01/2025 01:20:05 PM,01/01/2025 01:27:34 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10467,EAST  206 STREET,EAST  206 STREET,EAST  206 STREET,PERRY AVENUE,EAST  206 STREET,PERRY AVENUE,INTERSECTION,,,,Closed,,The Police Department issued a summons in response to the complaint.,01/01/2025 01:27:37 PM,07 BRONX,,BRONX,1018269,258023,MOBILE,Unspecified,BRONX,,,,,,,,40.87482233752173,-73.87698949491214,"(40.87482233752173, -73.87698949491214)"
63589258,01/01/2025 01:19:47 PM,01/01/2025 01:49:10 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11363,37-17 LITTLE NECK PARKWAY,LITTLE NECK PARKWAY,37 AVENUE,38 AVENUE,37 AVENUE,38 AVENUE,ADDRESS,LITTLE NECK,LITTLE NECK PARKWAY,,Closed,,The Police Department issued a summons in response to the complaint.,01/01/2025 01:49:13 PM,11 QUEENS,4081490044,QUEENS,1055507,222044,ONLINE,Unspecified,QUEENS,,,,,,,,40.7758485706868,-73.74272197009512,"(40.7758485706868, -73.74272197009512)"
63587020,01/01/2025 01:19:01 PM,01/01/2025 01:27:05 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10467,315 EAST  206 STREET,EAST  206 STREET,BAINBRIDGE AVENUE,PERRY AVENUE,BAINBRIDGE AVENUE,PERRY AVENUE,ADDRESS,BRONX,EAST  206 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,01/01/2025 01:27:08 PM,07 BRONX,2033420051,BRONX,1017796,258064,MOBILE,Unspecified,BRONX,,,,,,,,40.874936680194445,-73.87869962484274,"(40.874936680194445, -73.87869962484274)"
63592980,01/01/2025 01:17:32 PM,01/01/2025 08:17:36 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,53-18 37 STREET,37 STREET,STARR AVENUE,REVIEW AVENUE,STARR AVENUE,REVIEW AVENUE,ADDRESS,LONG ISLAND CITY,37 STREET,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,01/01/2025 08:17:40 PM,02 QUEENS,4003110030,QUEENS,1001903,206768,MOBILE,Unspecified,QUEENS,,,,,,,,40.734189438234395,-73.93630263081417,"(40.734189438234395, -73.93630263081417)"
63592970,01/01/2025 01:16:10 PM,01/01/2025 03:48:29 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10475,100 ERSKINE PLACE,ERSKINE PLACE,EARHART LANE,BEND,EARHART LANE,BEND,ADDRESS,BRONX,ERSKINE PLACE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 03:48:32 PM,10 BRONX,2051350051,BRONX,1033410,253033,ONLINE,Unspecified,BRONX,,,,,,,,40.86105499075877,-73.82227735247066,"(40.86105499075877, -73.82227735247066)"
63594155,01/01/2025 01:15:31 PM,01/01/2025 03:47:29 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10461,1509 WATERSTONE DRIVE,WATERSTONE DRIVE,MAHAN AVENUE,BRUCKNER BOULEVARD,MAHAN AVENUE,BRUCKNER BOULEVARD,ADDRESS,BRONX,WATERSTONE DRIVE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 03:47:32 PM,10 BRONX,2054040224,BRONX,1032092,246961,PHONE,Unspecified,BRONX,,,,,,,,40.84439642881759,-73.8270854892938,"(40.84439642881759, -73.8270854892938)"
63585712,01/01/2025 01:15:21 PM,01/02/2025 01:59:01 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11414,79-08 153 AVENUE,153 AVENUE,79 STREET,80 STREET,79 STREET,80 STREET,ADDRESS,HOWARD BEACH,153 AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/02/2025 01:59:05 AM,10 QUEENS,4114410004,QUEENS,1024507,181829,ONLINE,Unspecified,QUEENS,,,,,,,,40.665663809092365,-73.85488973164117,"(40.665663809092365, -73.85488973164117)"
63595329,01/01/2025 01:15:03 PM,01/01/2025 10:46:28 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,147-37 DELAWARE AVENUE,DELAWARE AVENUE,147 STREET,149 STREET,147 STREET,149 STREET,ADDRESS,FLUSHING,DELAWARE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 10:46:31 PM,07 QUEENS,4054040028,QUEENS,1035358,215093,ONLINE,Unspecified,QUEENS,,,,,,,,40.756909383065256,-73.81552383987207,"(40.756909383065256, -73.81552383987207)"
63594110,01/01/2025 01:14:44 PM,01/01/2025 02:23:21 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,6102 8 AVENUE,8 AVENUE,61 STREET,LIRR BAY RIDGE LINE,61 STREET,LIRR BAY RIDGE LINE,ADDRESS,BROOKLYN,8 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 02:23:24 PM,07 BROOKLYN,3057940033,BROOKLYN,981421,170586,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63489528697644,-74.0101926990687,"(40.63489528697644, -74.0101926990687)"
63592972,01/01/2025 01:14:20 PM,01/01/2025 01:47:51 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11224,2935 WEST    5 STREET,WEST    5 STREET,NEPTUNE AVENUE,WEST BRIGHTON AVENUE,NEPTUNE AVENUE,WEST BRIGHTON AVENUE,ADDRESS,BROOKLYN,WEST    5 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,01/01/2025 01:47:54 PM,13 BROOKLYN,3072740060,BROOKLYN,991909,149814,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.57787753759765,-73.97242868858042,"(40.57787753759765, -73.97242868858042)"
63591738,01/01/2025 01:13:12 PM,01/01/2025 04:57:45 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11203,592 EAST   37 STREET,EAST   37 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,EAST   37 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 04:57:48 PM,17 BROOKLYN,3049530024,BROOKLYN,1000367,173394,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.642588434409895,-73.9419248205131,"(40.642588434409895, -73.9419248205131)"
63592966,01/01/2025 01:12:05 PM,01/01/2025 02:18:39 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11418,84-02 108 STREET,108 STREET,PARK LANE SOUTH,85 AVENUE,PARK LANE SOUTH,85 AVENUE,ADDRESS,RICHMOND HILL,108 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 02:18:42 PM,09 QUEENS,4091930010,QUEENS,1028043,194595,ONLINE,Unspecified,QUEENS,,,,,,,,40.700686728819186,-73.8420609345966,"(40.700686728819186, -73.8420609345966)"
63593047,01/01/2025 01:11:14 PM,01/01/2025 01:33:56 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 01:33:59 PM,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68364302931577,-74.00030286766025,"(40.68364302931577, -74.00030286766025)"
63586697,01/01/2025 01:10:35 PM,01/01/2025 02:32:55 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11356,11-18 138 STREET,138 STREET,11 AVENUE,13 AVENUE,11 AVENUE,13 AVENUE,ADDRESS,COLLEGE POINT,138 STREET,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,01/01/2025 02:32:58 PM,07 QUEENS,4040180008,QUEENS,1030977,226450,PHONE,Unspecified,QUEENS,,,,,,,,40.78810555934141,-73.83125820846058,"(40.78810555934141, -73.83125820846058)"
63595311,01/01/2025 01:09:29 PM,01/01/2025 02:10:54 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10024,160 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 02:10:58 PM,07 MANHATTAN,1012500001,MANHATTAN,990065,227526,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.79118050652521,-73.97899975943712,"(40.79118050652521, -73.97899975943712)"
63594252,01/01/2025 01:09:09 PM,01/01/2025 04:42:31 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,133 72 STREET,72 STREET,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,72 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 04:42:32 PM,10 BROOKLYN,3058890001,BROOKLYN,975408,170513,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.634690956144844,-74.03185704171058,"(40.634690956144844, -74.03185704171058)"
63586898,01/01/2025 01:07:29 PM,01/01/2025 06:22:07 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11385,587 ONDERDONK AVENUE,ONDERDONK AVENUE,MENAHAN STREET,GROVE STREET,MENAHAN STREET,GROVE STREET,ADDRESS,RIDGEWOOD,ONDERDONK AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 06:22:09 PM,05 QUEENS,4034070003,QUEENS,1009383,196234,MOBILE,Unspecified,QUEENS,,,,,,,,40.70525806825045,-73.90935187601892,"(40.70525806825045, -73.90935187601892)"
63585596,01/01/2025 01:06:46 PM,01/01/2025 01:10:29 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11201,38 WASHINGTON STREET,WASHINGTON STREET,PLYMOUTH STREET,WATER STREET,PLYMOUTH STREET,WATER STREET,ADDRESS,BROOKLYN,WASHINGTON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 01:10:32 PM,02 BROOKLYN,3000270040,BROOKLYN,987137,195508,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.703300591443224,-73.98958765752316,"(40.703300591443224, -73.98958765752316)"
63586777,01/01/2025 01:03:41 PM,01/01/2025 07:05:00 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11102,24-40 29 STREET,29 STREET,DOROTHY PLACE,HOYT AVENUE NORTH,DOROTHY PLACE,HOYT AVENUE NORTH,ADDRESS,ASTORIA,29 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 07:05:04 PM,01 QUEENS,4008410048,QUEENS,1007117,220599,ONLINE,Unspecified,QUEENS,,,,,,,,40.77214006523073,-73.91744191443289,"(40.77214006523073, -73.91744191443289)"
63594146,01/01/2025 01:02:59 PM,01/01/2025 01:24:36 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11219,5423 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,54 STREET,55 STREET,54 STREET,55 STREET,ADDRESS,BROOKLYN,FORT HAMILTON PARKWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 01:24:39 PM,12 BROOKLYN,3056740001,BROOKLYN,983847,170924,MOBILE,Unspecified,BROOKLYN,Car,,,,,,,40.6358234676957,-74.00145200242098,"(40.6358234676957, -74.00145200242098)"
63589118,01/01/2025 01:02:13 PM,01/01/2025 07:25:42 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11218,1572 39 STREET,39 STREET,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,39 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 07:25:45 PM,12 BROOKLYN,3053650035,BROOKLYN,989682,171382,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63707892369114,-73.98042822430638,"(40.63707892369114, -73.98042822430638)"
63591784,01/01/2025 01:02:08 PM,01/01/2025 01:41:56 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11217,470 DEAN STREET,DEAN STREET,FLATBUSH AVENUE,6 AVENUE,FLATBUSH AVENUE,6 AVENUE,ADDRESS,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 01:41:58 PM,06 BROOKLYN,3011357501,BROOKLYN,991175,187625,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68166134001972,-73.9750321875096,"(40.68166134001972, -73.9750321875096)"
63586807,01/01/2025 01:01:47 PM,01/01/2025 01:41:43 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11217,465 DEAN STREET,DEAN STREET,FLATBUSH AVENUE,6 AVENUE,FLATBUSH AVENUE,6 AVENUE,ADDRESS,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 01:41:47 PM,06 BROOKLYN,,BROOKLYN,991138,187641,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68170528524948,-73.97516557317829,"(40.68170528524948, -73.97516557317829)"
63587875,01/01/2025 01:00:54 PM,01/01/2025 02:18:23 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419,97-03 117 STREET,117 STREET,97 AVENUE,101 AVENUE,97 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,117 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 02:18:27 PM,09 QUEENS,4094530001,QUEENS,1031898,190897,MOBILE,Unspecified,QUEENS,,,,,,,,40.690516679264384,-73.82818410475251,"(40.690516679264384, -73.82818410475251)"
63594257,01/01/2025 01:00:23 PM,01/01/2025 02:11:35 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,1730 OCEAN AVENUE,OCEAN AVENUE,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,OCEAN AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,01/01/2025 02:11:38 PM,14 BROOKLYN,3067390057,BROOKLYN,996664,165091,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61980442229998,-73.95528329290981,"(40.61980442229998, -73.95528329290981)"
63592941,01/01/2025 12:59:23 PM,01/01/2025 09:55:49 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10033,495 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  181 STREET,WEST  183 STREET,WEST  181 STREET,WEST  183 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 09:55:53 PM,12 MANHATTAN,1021790099,MANHATTAN,1001418,249629,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.85183221405471,-73.93794309381514,"(40.85183221405471, -73.93794309381514)"
63589184,01/01/2025 12:58:50 PM,01/01/2025 01:16:38 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11210,994 EAST   38 STREET,EAST   38 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,BROOKLYN,EAST   38 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 01:16:42 PM,18 BROOKLYN,3075830062,BROOKLYN,1000980,169105,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63081490928301,-73.9397266021456,"(40.63081490928301, -73.9397266021456)"
63594138,01/01/2025 12:57:57 PM,01/01/2025 07:46:57 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11379,71-22 66 ROAD,66 ROAD,71 STREET,PLEASANTVIEW STREET,71 STREET,PLEASANTVIEW STREET,ADDRESS,MIDDLE VILLAGE,66 ROAD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 07:47:01 PM,05 QUEENS,4030530077,QUEENS,1016509,199428,MOBILE,Unspecified,QUEENS,,,,,,,,40.714001723417795,-73.88363499104896,"(40.714001723417795, -73.88363499104896)"
63594345,01/01/2025 12:57:21 PM,01/01/2025 01:10:30 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11201,38 WASHINGTON STREET,WASHINGTON STREET,PLYMOUTH STREET,WATER STREET,PLYMOUTH STREET,WATER STREET,ADDRESS,BROOKLYN,WASHINGTON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 01:10:33 PM,02 BROOKLYN,3000270040,BROOKLYN,987137,195508,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.703300591443224,-73.98958765752316,"(40.703300591443224, -73.98958765752316)"
